?match	?score	?gene	?genename	?taxon	?taxonname
<http://purl.org/phenoscape/uuid/2fe4a041-636d-456e-80dc-4c14ddc996d9>	"0.12493581149823213"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0035826>	"Nemapteryx"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2a01e2ae-325c-46ea-b362-6dad9fcf2a60>	"0.18579006426135275"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0036306>	"Pimelodidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1c2720e6-625b-4f82-a51c-03ccce60280e>	"0.26896714932614463"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0036816>	"Loricariidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0d7fb8d8-3fdd-42b5-9479-4b08569685c5>	"0.12994135936788412"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037161>	"Pareiorhina"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2839484c-5936-49f4-b3b8-be60ac900ed7>	"0.11608655078277724"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037202>	"Neoplecostomus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2ece7ca0-7f5f-498a-ba5c-1f3b29d0e68c>	"0.19655555657421891"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037296>	"Pseudancistrus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1f0f6dce-7033-4470-978a-96103eb56951>	"0.024700102566326182"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037805>	"Bryconaethiops"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1e768028-77b9-462a-b3e4-a99a306822f8>	"0.1008565516525065"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0037990>	"Chalceus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0b004e4d-8a7d-4bf3-9b9c-ff24b84b1468>	"0.037372996153061035"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0038105>	"Compsura"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/07995211-f8e7-47ef-9b8c-bd94cbfada2c>	"0.12278929944608932"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0064669>	"Serrasalmidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1670ea20-8ab2-4bbf-8806-c17576f6c425>	"0.18936591590503174"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0038461>	"Boulengerella"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2ea10e00-13ca-4ae3-a480-9a0b9a7648f1>	"0.19776176600780143"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0038468>	"Curimatidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/19d1799a-0e54-4949-a09b-142ebb496cbf>	"0.08876257369242077"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0038634>	"Anostomus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/216888b4-1d9a-4d86-a587-97fe9f1b780f>	"0.19655555657421891"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0038637>	"Schizodon"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/03cb754c-d547-45f2-a2ae-7c1203f9bd91>	"0.1426964378095029"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0040495>	"Gila"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0fb6401c-17ef-48c2-95b7-a2c58056dd59>	"0.11328504152286527"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0040711>	"Luxilus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/143e6be8-735c-49cb-ba6a-e6d9f968764b>	"0.16018015178280046"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0041165>	"Balitoridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1430511f-7b7d-4026-88b9-6088c3af10f8>	"0.10378078359964121"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0063026>	"Botiidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/20dd422e-96fe-48af-9bf8-2defed6902e4>	"0.2105712171892723"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0041480>	"Thoburnia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2a7dbdaa-90d1-4941-9493-d0d018f6a4ef>	"0.19242485260752903"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0043182>	"Caproidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0cbfccc4-e007-46fc-af7c-e851ba1f9c9b>	"0.11081698481671996"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0043242>	"Echeneidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/24d0203d-b25d-4aeb-97ce-198831f24fe9>	"0.2611315949440878"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0046983>	"Cichlidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/17bf71ab-6ac5-4872-8421-8323b3b6ddff>	"0.10516255096888533"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0047199>	"Tomocichla"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/070a711a-6afa-4015-bc71-d54d515e0f83>	"0.14152481044140747"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0047292>	"Thorichthys"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/21540fe6-6073-42bb-b3b7-72c8136df9c5>	"0.38831289109027944"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0052535>	"Liparis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0f5f8575-44e2-43c9-ba9d-148e79934a4d>	"0.02540360530486737"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0053586>	"Synbranchiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1cd44850-b19a-45ec-8de9-7856d2f4d2d0>	"0.02540360530486737"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0053588>	"Mastacembelidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2142e2ba-98a0-40be-93db-1c3531f15333>	"0.21332745285723925"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0055603>	"Pleuronectiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2e0fa2bd-d82e-4422-8b61-9b3cdc0846d1>	"0.14392291894423398"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0055812>	"Paralichthyidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0e734b86-53a7-42bf-8081-df0d9a14bfb5>	"0.12021718580060349"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0057525>	"Scopelarchidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/08998c44-400d-4b1b-812e-11dae8c3270c>	"0.02540360530486737"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0058622>	"Petromyzontiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2744b5fe-af13-4935-b0b7-33f04e57d312>	"0.03125460101055926"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0059175>	"Prohalecites"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0104e73b-efa1-455c-b435-e7e96beec512>	"0.10378078359964121"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0059181>	"Pachycormidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/10c36232-a78b-4032-94f8-01c855f1b391>	"0.048749090400230344"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0060108>	"Dolichancistrus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2fb18e6c-734d-47ed-9065-074abe214c22>	"0.19242485260752903"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0060937>	"Nemuroglanis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1544d237-ddd2-46b0-bfec-a211dd01847b>	"0.028568702814090408"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0060972>	"Genus 2 (Bockmann 1998)"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1715ac47-3acb-4d87-b4d9-96f1a5a4739b>	"0.24540927156800943"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0062108>	"Sternarchorhynchus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/15a3b710-cc8b-4fda-9400-9dd494a1d756>	"0.0413317956302158"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0062285>	"Orthrias"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0def3310-fd52-4c54-bee1-05ad75290494>	"0.19655555657421891"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0066345>	"Paraclupeidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/2788dd6b-374e-4ca5-938e-ea4cc6b022b5>	"0.1873005639216868"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_0080318>	"Varasichthyidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1fd9e906-1174-4105-8447-9643e8a42fd2>	"0.16018015178280046"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9000792>	"Tetrapodomorpha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/136a0f7b-a33c-4c5c-966f-b46cc68f5b64>	"0.06067891113974648"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9005116>	"Pseudosuchia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1dba7fe5-a2a6-48a0-8ac9-be4270f045fb>	"0.23009934914025962"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9008380>	"Palaeonisciformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/25719f1c-8fea-4049-9c33-7f09664353f2>	"0.07368490180365266"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010191>	"Sphenacodontidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/16b23bf0-31e1-4c6b-8194-25956e03e4cb>	"0.14749265481515592"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9025686>	"Ornithurae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/26b32f2d-9aa9-497b-95e1-4fde2d14c405>	"0.12914343828975064"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9028537>	"Ungulata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0d0a43f4-3f66-4a17-bfe1-9149267e1854>	"0.046897793475014174"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010598>	"Stereospondylomorpha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/03a5cf85-6110-422a-a0e1-96921ed1198e>	"0.06258533725369518"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9012325>	"Pteraspidomorphi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/30593551-16eb-49f3-b8a1-c32e6565f2e8>	"0.03096849873901103"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9006145>	"Archosauromorpha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/06d1e3b9-c12a-4d1a-93d0-e38600f93084>	"0.07807869971990118"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9008244>	"Hongshanornithidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1d7dea7d-379f-4691-9c1c-978eb25b2194>	"0.07273924355221516"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9012956>	"Baptornis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/00e60933-ced7-42ba-8d2d-f165b1202d0f>	"0.07519540146398669"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9005032>	"Vulpavus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/13592d05-9b93-4a8a-b974-a5ee6ce59b90>	"0.029262953325560382"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9006276>	"Olsoniformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/21ef57f0-f759-46fe-9313-f0e4f61dbb65>	"0.09315132586350311"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9017259>	"Caseasauria"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0609cf97-5e2e-43b1-b7c5-b3d76ee715a9>	"0.4355696053521025"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9021064>	"Cladodontomorphi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0a2af036-e364-4f4d-98aa-cc1b427cee6e>	"0.07500496128175987"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9022400>	"Pelycosauria"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1372b611-4d7a-4ac6-b112-893f72f6d8b6>	"0.07731465893671755"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9006477>	"Cheirolepis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/1ffb4487-7e92-4a66-8640-d34a765d33f8>	"0.06258533725369518"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9030372>	"Stagonolepididae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/05ab38c6-3c0e-4f99-9004-1068425c8bb3>	"0.03948909661945435"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010136>	"Haptodus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0bc66fc5-4efb-4799-acea-1b3be216f570>	"0.11172012088209257"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010140>	"Caseidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/001b5a7d-8cf7-4f94-ba72-fe9fb9994307>	"0.0981229226966224"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9010558>	"Trematosauria"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/11883349-7abe-46a2-89e7-c15bbec93a1c>	"0.024141889873839154"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9027667>	"Eutherapsida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/04dd3a94-12f9-448e-97aa-1b64c140519b>	"0.02540360530486737"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9012092>	"Furcacudiformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/07f47a51-3d63-4386-9a8f-99db977adc4c>	"0.08596832382227781"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9015565>	"Gregoriidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/09a35b0e-855f-4eb0-b061-3ed0bef1ef91>	"0.073009229753346"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9016974>	"Guildayichthyidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0b9ea7d5-8819-4049-9ff3-bc3cc7d68843>	"0.029262953325560382"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9016999>	"Eryopidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.org/phenoscape/uuid/0392b5d5-ac33-4a6e-a04a-6caaa97652db>	"0.13898436222076854"^^<http://www.w3.org/2001/XMLSchema#double>	<http://www.informatics.jax.org/marker/MGI:1336991>	"Trp73"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/VTO_9021165>	"Microbrachomorpha"^^<http://www.w3.org/2001/XMLSchema#string>
